ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Test,QA,Production,Performance,Domain Controller,IIS,Exchange,Database,Notes
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsSentPerSec.Collection,Rule,TCPv6 Segments Sent Per Second,The rule collects TCPv6\Segments Sent/sec performance counter.,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsSentPerSec.Collection,Rule,TCPv6 Segments Sent Per Second,The rule collects TCPv6\Segments Sent/sec performance counter.,MaximumSampleSeparation,int,100,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsSentPerSec.Collection,Rule,TCPv6 Segments Sent Per Second,The rule collects TCPv6\Segments Sent/sec performance counter.,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.CurrentDiskQueueLength.Collection,Rule,Physical Disk Current Disk Queue Length Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Current Disk Queue Length,Enabled,bool,TRUE,FALSE,FALSE,,TRUE,,,,TRUE,Physical disks are not discovered by default. Typically you want this below 2 per 'spindle' (though spikes are to be expected).
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.CurrentDiskQueueLength.Collection,Rule,Physical Disk Current Disk Queue Length Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Current Disk Queue Length,Tolerance,double,32,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.CurrentDiskQueueLength.Collection,Rule,Physical Disk Current Disk Queue Length Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Current Disk Queue Length,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.CurrentDiskQueueLength.Collection,Rule,Physical Disk Current Disk Queue Length Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Current Disk Queue Length,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalPercentInterruptTime.Collection,Rule,Total Processor Information % Interrupt Time Windows Server 2016 and 1709+,Collects the performance counter Processor Information\% Interrupt Time,Enabled,bool,FALSE,FALSE,FALSE,,TRUE,,,,TRUE,"The amount of time that a processor spends handling high priority interrupts. Depends on server config, but a sharp rise in this without an increase in system activity usually indicates a hardware problem. Use with % DPC time and Total % to help diagnose processor bottlenecks or application/hardware issues. If total % is high (~85-90%) and % interrupt and % DPC is above ~ 15-25%, this is probably a performance bottleneck that could be addressed with adding compute. If total % normal/low and % interrupt or % DPC above ~ 15-25% performance issues could be because of hardware, driver, or application related issues."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalPercentInterruptTime.Collection,Rule,Total Processor Information % Interrupt Time Windows Server 2016 and 1709+,Collects the performance counter Processor Information\% Interrupt Time,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalPercentInterruptTime.Collection,Rule,Total Processor Information % Interrupt Time Windows Server 2016 and 1709+,Collects the performance counter Processor Information\% Interrupt Time,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalPercentInterruptTime.Collection,Rule,Total Processor Information % Interrupt Time Windows Server 2016 and 1709+,Collects the performance counter Processor Information\% Interrupt Time,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.ServiceOrDriverFailedToStart.Alert,Rule,A Service or Driver Failed to Start,An event was detected indicating a service or driver failed to start.,Enabled,bool,FALSE,FALSE,FALSE,FALSE,,,,,,"(7000, 7001, 7002, 7003, 7008, 7022, 7023, 7025, 7026, 7038, 7041 Service Control Manager:System) Generates alerts and is typically seen as being quite noisy."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.ServiceOrDriverFailedToStart.Alert,Rule,A Service or Driver Failed to Start,An event was detected indicating a service or driver failed to start.,Severity,int,1,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.ServiceOrDriverFailedToStart.Alert,Rule,A Service or Driver Failed to Start,An event was detected indicating a service or driver failed to start.,Priority,int,1,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.DiskReadsPerSec.Collection,Rule,Collection Rule for Disk Reads Per Second Windows Server 2016 and 1709+,Collects the performance counter LogicalDisk\Disk Reads Per Second,Enabled,bool,FALSE,,,,TRUE,TRUE,,,TRUE,"Use in conjunction with writes. A dip in the combined values can indicate slow disk I/O operation processing. You can then check processor usage and for expensive SQL queries, etc. Values will depnd on the service itself. Keeping a sample of historic data to see 'normal' would be advised."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.DiskReadsPerSec.Collection,Rule,Collection Rule for Disk Reads Per Second Windows Server 2016 and 1709+,Collects the performance counter LogicalDisk\Disk Reads Per Second,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.DiskReadsPerSec.Collection,Rule,Collection Rule for Disk Reads Per Second Windows Server 2016 and 1709+,Collects the performance counter LogicalDisk\Disk Reads Per Second,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.DiskReadsPerSec.Collection,Rule,Collection Rule for Disk Reads Per Second Windows Server 2016 and 1709+,Collects the performance counter LogicalDisk\Disk Reads Per Second,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.DiskWriteBytesPerSec.Collection,Rule,Physical Disk Write Bytes Per Second Windows Server 2016 and 1709+,The rate at which bytes are transferred from the disk during write operations.,Enabled,bool,FALSE,,,,TRUE,,,,,Discovery of Physical disks is disabled by default. User discretion. Disk write throughput per second. Generally not as useful as IOPS metrics however can help provide insight into how your storage arrays handle certain workloads if these can be isolated. You might want to look at read/write bytes to try and determine the source of high load on a disk.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.DiskWriteBytesPerSec.Collection,Rule,Physical Disk Write Bytes Per Second Windows Server 2016 and 1709+,The rate at which bytes are transferred from the disk during write operations.,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.DiskWriteBytesPerSec.Collection,Rule,Physical Disk Write Bytes Per Second Windows Server 2016 and 1709+,The rate at which bytes are transferred from the disk during write operations.,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.DiskWriteBytesPerSec.Collection,Rule,Physical Disk Write Bytes Per Second Windows Server 2016 and 1709+,The rate at which bytes are transferred from the disk during write operations.,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AverageDiskReadQueueLength.Collection,Rule,Average Physical Disk Read Queue Length Windows Server 2016 and 1709+,The average number of read requests that were queued for the selected disk during the sample interval.,Enabled,bool,FALSE,,,,TRUE,,,,,Discovery of Physical disks is disabled by default. User discretion. Generally you want this below 2 per 'spindle'.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AverageDiskReadQueueLength.Collection,Rule,Average Physical Disk Read Queue Length Windows Server 2016 and 1709+,The average number of read requests that were queued for the selected disk during the sample interval.,Tolerance,double,15,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AverageDiskReadQueueLength.Collection,Rule,Average Physical Disk Read Queue Length Windows Server 2016 and 1709+,The average number of read requests that were queued for the selected disk during the sample interval.,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AverageDiskReadQueueLength.Collection,Rule,Average Physical Disk Read Queue Length Windows Server 2016 and 1709+,The average number of read requests that were queued for the selected disk during the sample interval.,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsReceivedPerSec.Collection,Rule,TCPv6 Segments Received Per Second,The rule collects TCPv6\Segments Received/sec performance counter.,Enabled,bool,FALSE,,,,TRUE,,TRUE,TRUE,TRUE,Useful for setting threshold on corresponding monitor and can also be used in conjunction with corresponding established metric to forecast future load as the number of users grow (Segments Received / Connections Established). Rapid increase can indicate increased service demand or some sort of security issue.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsReceivedPerSec.Collection,Rule,TCPv6 Segments Received Per Second,The rule collects TCPv6\Segments Received/sec performance counter.,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsReceivedPerSec.Collection,Rule,TCPv6 Segments Received Per Second,The rule collects TCPv6\Segments Received/sec performance counter.,MaximumSampleSeparation,int,100,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsReceivedPerSec.Collection,Rule,TCPv6 Segments Received Per Second,The rule collects TCPv6\Segments Received/sec performance counter.,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.PercentBandwidthUsedWrites.Collection,Rule,Percent Bandwidth Used Write,Rule collects Bandwidth Used Write counter for network adapters.,Enabled,bool,FALSE,,,,,,,,,Collects the % network adapter bandwidth being used for write operations. Situationally useful.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.PercentBandwidthUsedWrites.Collection,Rule,Percent Bandwidth Used Write,Rule collects Bandwidth Used Write counter for network adapters.,Interval,int,,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalPercentProcessorTime.Collection,Rule,Processor % Processor Time Total Windows Server 2016 and 1709+,Collects the performance counter Processor\% Processor Time,Enabled,bool,TRUE,,,,TRUE,,TRUE,TRUE,TRUE,Total non-idle processor time. Should be ideally less than 80%. Can be used with %DPC time and %interrupt to potentially indicate bottlenecks or hardware issues. Additional notes with those metrics.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalPercentProcessorTime.Collection,Rule,Processor % Processor Time Total Windows Server 2016 and 1709+,Collects the performance counter Processor\% Processor Time,Tolerance,double,5,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalPercentProcessorTime.Collection,Rule,Processor % Processor Time Total Windows Server 2016 and 1709+,Collects the performance counter Processor\% Processor Time,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalPercentProcessorTime.Collection,Rule,Processor % Processor Time Total Windows Server 2016 and 1709+,Collects the performance counter Processor\% Processor Time,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalProcessor.PercentDPCTime.Collection,Rule,Logical Processor % DPC Time Windows Server 2016 and 1709+,Collects the performance counter Processor\%  DPC Time,Enabled,bool,FALSE,FALSE,,,TRUE,,,,,"Individual processors not discovered by default, user discresion. The amount of time that a processor spends handling deferred interrupts. High network traffic would normally involve a high DPC time. Use with % interrupt time and Total % to help diagnose processor bottlenecks or application/hardware issues. If total % is high (~85-90%) and % interrupt and % DPC is above ~ 15-25%, probably a performance bottleneck that could be addressed with adding compute. If total % normal/low and % interrupt or % DPC above ~ 15-25% performance issues could be because of hardware, driver, or application related issues. "
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalProcessor.PercentDPCTime.Collection,Rule,Logical Processor % DPC Time Windows Server 2016 and 1709+,Collects the performance counter Processor\%  DPC Time,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalProcessor.PercentDPCTime.Collection,Rule,Logical Processor % DPC Time Windows Server 2016 and 1709+,Collects the performance counter Processor\%  DPC Time,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalProcessor.PercentDPCTime.Collection,Rule,Logical Processor % DPC Time Windows Server 2016 and 1709+,Collects the performance counter Processor\%  DPC Time,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskSecPerRead.Collection,Rule,Physical Disk Average Disk Seconds per Read Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Avg. Disk sec/Read,Enabled,bool,FALSE,FALSE,FALSE,,TRUE,TRUE,,TRUE,TRUE,Physical disks not discovered by default. User discresion. With the corresponding write metric helps show disk latency. Lower is better. Consistently over 15-20ms for read is generally considered poor performance. If Reads are out of tolerance but writes are fine it might be worth looking at any available caching systems.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskSecPerRead.Collection,Rule,Physical Disk Average Disk Seconds per Read Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Avg. Disk sec/Read,Tolerance,double,0.026,,,,,,,,,
